nomedepartamento;nomelinha;sublinha;no_gerencia;gerencia;categoria;subcategoria
Brinquedos;Jogos;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Cartas e Dominós;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Educativos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Estratégia;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Jogos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Memória;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Tabuleiro;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Jogos;Teclados;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Mesas e Móveis para Atividades;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;mesas e moveis para atividades;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Mesas e Móveis para Atividades;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Ofertas de Parceiros;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Pijamas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Acessórios para Banheiras;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Bancos de Jardim;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Complementos Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Mesas e Móveis para Atividades;Vela de Ignição;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Miniveículos;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Carros;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Jipes;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;miniveiculos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Miniveículos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Moto Elétrica Infantil;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Quadriciclos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Miniveículos;Triciclos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Moda e Maquiagem;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Camisas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Moda e Maquiagem;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Ofertas de Parceiros;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Pijamas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Anilhas, Halteres, Pesos, Barras, Outros;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Cubos e Prateleiras;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Moda e Maquiagem;Frozen;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Para Desenhar;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Para Desenhar;Lousas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Para Desenhar;Para Desenhar;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Pelúcias;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Pelúcias
Brinquedos;Pelúcias;Bichinhos;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Pelúcias
Brinquedos;Pelúcias;Pelúcias;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Pelúcias
Brinquedos;Pelúcias;Pelúcias Interativas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Pelúcias
Brinquedos;Playground;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Balanços;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Cama Elástica;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Casas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Escorregadores;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Gangorras;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Mesas e Bancadas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Piscinas de Bolinhas;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Playground;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Playground;Pula-pula;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Praia e Piscina Infantil;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Boias Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Bolas Infantis de Praia;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Botes Infláveis Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Brinquedos de Praia;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Colchões Infantis para Piscina;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Outros Infláveis Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Piscinas Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Pranchas Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Praia e Piscina Infantil;Praia e Piscina Infantil;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Puericultura;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Puericultura;Andadores Infantis;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Puericultura;Baby Cars;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Puericultura;Passo a Passo;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Puericultura;puericultura;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Puericultura;Triciclo;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Quebra-cabeça;::unspecified::;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Quebra-cabeça;Acessórios para Quebra-Cabeças;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Quebra-cabeça;Quebra-cabeça;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Quebra-cabeça;Quebra-cabeça Adulto;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Quebra-cabeça;Quebra-cabeça Infantil;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Artes e Atividades;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Artes e Atividades
Brinquedos;Autoramas e Pistas;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Bicicletas Infantojuvenis;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Bicicletas Infantojuvenis
Brinquedos;Blocos de Montar;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Blocos de Montar
Brinquedos;Bonecas;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Bonecas
Brinquedos;Bonecas;Miraculous;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Bonecas
Brinquedos;Bonecos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Bonecos
Brinquedos;Brincadeiras;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Brincadeiras
Brinquedos;Brinquedos Educativos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Brinquedos Educativos e Eletrônicos
Brinquedos;Brinquedos Educativos;Feminino;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Brinquedos Educativos e Eletrônicos
Brinquedos;Brinquedos Eletrônicos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Brinquedos Educativos e Eletrônicos
Brinquedos;Carrinhos e Miniaturas;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Colecionáveis;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Colecionáveis
Brinquedos;Controle Remoto;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Controle Remoto
Brinquedos;Esporte Infantil;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Esporte Infantil
Brinquedos;Fantasia;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Guarda Brinquedos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Instrumentos Musicais Infantis;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Jogos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Brinquedos;Mesas e Móveis para Atividades;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Miniveículos;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Moda e Maquiagem;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Para Desenhar;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Outros
Brinquedos;Pelúcias;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Pelúcias
Brinquedos;Playground;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Playground
Brinquedos;Praia e Piscina Infantil;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Praia e Piscina
Brinquedos;Puericultura;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Puericultura
Brinquedos;Quebra-cabeça;;8;CL - Bebê/Brinquedos/E&L;Brinquedos;Jogos e Quebra Cabeça
Calçados;Acessórios para Calçados;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Acessórios;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;acessorios para calcados;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Acessórios para Calçados;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Massageadores;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Pés;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Acessórios para Arte e Pintura;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Cuecas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Meias;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Produtos Ortopédicos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;Teclados;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Botas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Chinelos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Mocassim;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Sandálias;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Sapatênis;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Sapatilhas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Sapato Social;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Tênis;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;Alpargatas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Acessórios para Notebook;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Chinelos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Pilhas e Baterias;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Acessórios;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Acessórios para Cabeleireiros;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Botas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Cadeiras;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Calotas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Camisetas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Chinelos e Pantufas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Diversos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Facas Avulsas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Gestante e Amamentação;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Pantufas Adulto;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Sauna Seca;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Soleiras e Rodapés;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Violão;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Alpargatas e Espadrilhe;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Boneca;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Botas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Chanel;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Mocassim;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Oxford;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Peep Toe;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Rasteiras;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Sandálias;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Sapatilhas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Scarpin;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Slippers;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Sneakers e Casuais;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;Tamancos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;femininos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Botas;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Mocassim;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Sandálias;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Sapatênis;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Sapato Casual;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Sapato Social;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;Masculinos;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;tenis;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;Tênis;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;Tênis Casual;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;Tênis Esportivo;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;Direito;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Acessórios para Calçados;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Calçados Infantis;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Chinelos;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Femininos;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Masculinos;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Calçados;Tênis;;9;CL - CAMEBA/UD/3P;Puro 3P;Calçados
Cama, Mesa e Banho;Acessório para Cama;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Acessório para Cama;Acessório para Cama;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;Capa para Colchão;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;Capa para Edredom;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;Pezeira;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Acessório para Cama;Pillow Top;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;Saia para cama box;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;acessorio para cama;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Acessório para Cama;Complementos Infantis;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Aromatizador;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Aromatizador;Aromatizador de Ambiente;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Aromatizador;Aromatizador de Roupa;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Aromatizador;Casa;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Aromatizador;Incenso;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;Avental;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;Boleros e Coletes;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;Mesa de Jantar;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Avental;Tela para Notebook;9;CL - CAMEBA/UD/3P;CAMEBA;Outros
Cama, Mesa e Banho;Cobertor e Manta;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Cobertor e Manta;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Cobertor e Manta;Cobertor e Manta;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Cobertor e Manta;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Cobertor e Manta;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Cobertor e Manta;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;Colcha e Cobre-leito;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Colcha e Cobre-leito;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;Edredom;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Edredom;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;Bicama;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;Enxoval;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Enxoval;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Cobertor Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Colchas e Cobre-leito Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Edredom Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Enxoval Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;infantojuvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Jogo de Cama Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Jogos de Banho Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Banho
Cama, Mesa e Banho;Infantojuvenil;Lençol Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Infantojuvenil;Roupão Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Banho
Cama, Mesa e Banho;Infantojuvenil;Toalha Avulsa Infantil e Juvenil;9;CL - CAMEBA/UD/3P;CAMEBA;Banho
Cama, Mesa e Banho;Infantojuvenil;Travesseiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;Jogo de Cama;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Jogo de Cama;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Casal;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Fronha;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;King;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Lençol Avulso;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Porta Travesseiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Queen;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;Solteiro;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Lençol Avulso;lencol avulso;9;CL - CAMEBA/UD/3P;CAMEBA;Cama
Cama, Mesa e Banho;Mesa;::unspecified::;9;CL - CAMEBA/UD/3P;CAMEBA;Mesa
Cama, Mesa e Banho;Mesa;Acessório para Mesa;9;CL - CAMEBA/UD/3P;CAMEBA;Mesa
Cama, Mesa e Banho;Mesa;Jogo Americano;9;CL - CAMEBA/UD/3P;CAMEBA;Mesa
